X,Y,COMMUNITY,RATING,DATE_RISK,COMMID,COMMTYPE,FPZONE,FMZONE,LGA,ALCOUNCIL,POPULATION,MUNSPROV,MUNSTYPE,FUELREDUC,FIREBREAK,FIREPLAN,LATITUDE,LONGITUDE
134.97834,-12.24159,Borogomarra,Moderate,2020/06/30,"481",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.241590000000000,134.978340000000003
129.1088889,-16.9602,Brumby Plains,Moderate,2020/06/30,"24904",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,"6",Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-16.960200000000000,129.108889000000005
129.31022,-15.81036,Bubble Bubble,High,2020/06/30,"585",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.810359999999999,129.310219999999987
129.16465,-15.740005,Bucket Springs,High,2020/06/30,"700",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.740005000000000,129.164649999999995
136.76818,-16.17945,Budjanga,Moderate,2020/06/30,"986",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"5",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-16.179449999999999,136.768180000000001
132.59382,-12.81369,Buffalo Farm,Low,2020/06/30,"1027",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"4",Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.813689999999999,132.593819999999994
136.87915,-16.26901,Bujan,Low,2020/06/30,"257",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"5",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-16.269010000000002,136.879150000000010
136.613529,-12.966471,Bukudal,Low,2020/06/30,"466",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"15",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.966471000000000,136.613529000000000
135.70342,-12.04636,Bularring,High,2020/06/30,"467",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.046360000000000,135.703419999999994
130.12203,-13.08387,Bulgul,Moderate,2020/06/30,"300",Family Outstation,Yes,Vernon Arafura,Un-Incorporate (Cox-Daly),Northern Land Council,"19",Yilli Rreung Housing Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.083869999999999,130.122029999999995
130.039364,-15.764915,Bulla,High,2020/06/30,"586",Minor,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,"105",Ngaliwurru-Wuli Association,Aboriginal Corporation,Yes,Yes,No,-15.764915000000000,130.039364000000006
134.3333472222,-13.6652916667,Bulman,High,2020/06/30,"587",Major,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,"329",Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-13.665292000000001,134.333347000000003
134.42307,-12.432472,Buluhkaduru,Low,2020/06/30,"302",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"35",Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.432472000000001,134.423069999999996
134.84672,-12.23568,Bundatharri,Moderate,2020/06/30,"468",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.235680000000000,134.846720000000005
135.72221,-12.37449,Bunhanura,Low,2020/06/30,"949",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"10",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.374490000000000,135.722209999999990
132.82554,-11.40613,Buni-Inwunbuluk,Moderate,2020/06/30,"976",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"5",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.406129999999999,132.825539999999990
135.9605,-12.3094,Burrum,Moderate,2020/06/30,"470",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.309400000000000,135.960499999999996
137.78155,-17.74229,Burrumburru,High,2020/06/30,"686",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.742290000000001,137.781550000000010
133.747591,-23.196524,Burt Creek,Low,2020/06/30,"713",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"24",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.196524000000000,133.747591000000000
130.475916,-17.535972,Burta Wurta,High,2020/06/30,"944",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.535972000000001,130.475916000000012
136.92545,-19.59874,Burudu,Moderate,2020/06/30,"1019",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,"4",North Barkly Aboriginal Corporation/ Far Northern Contractors Pty Ltd,Aboriginal Corporation,Yes,Yes,No,-19.598739999999999,136.925450000000012
134.15408,-19.717111,Bushcamp,Low,2020/06/30,"24994",Family Outstation,Yes,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-19.717110999999999,134.154079999999993
136.63653,-12.69827,Buymarr,Low,2020/06/30,"803",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"8",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.698270000000001,136.636529999999993
134.55242,-22.27181,Camel Camp,Moderate,2020/06/30,"728",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.271809999999999,134.552420000000012
131.59435,-23.75175,Camels Hump,Moderate,2020/06/30,"768",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.751750000000001,131.594349999999991
132.94593,-12.35758,Cannon Hill,Moderate,2020/06/30,"304",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"12",Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.357580000000000,132.945930000000004
135.58678,-20.645082,Canteen Creek,Moderate,2020/06/30,"219",Major,No,Barkly,Barkly Regional Council,Central Land Council,"216",Canteen Creek Owairtilla Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-20.645081999999999,135.586780000000005
131.545211,-17.59747,Cattle Creek,High,2020/06/30,"11623",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-17.597470000000001,131.545210999999995
134.89274,-25.91424,Charlotte Waters,High,2020/06/30,"846",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.914239999999999,134.892740000000003
130.97067,-21.52777,Chilla Well,Moderate,2020/06/30,"757",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.527770000000000,130.970670000000013
130.26778,-13.665,Chuluk,High,2020/06/30,"779",Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.664999999999999,130.267779999999988
131.32757,-11.65088,Conder Point,Moderate,2020/06/30,"1012",Family Outstation,No,Arnhem,Tiwi Islands Regional Council,Tiwi Land Council,"2",Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-11.650880000000001,131.327570000000009
136.54802,-18.89143,Connells Lagoon,High,2020/06/30,"901",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,"6",Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.891430000000000,136.548020000000008
135.85671,-18.36685,Corella Creek,Moderate,2020/06/30,"220",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,"56",North Barkly Aboriginal Corporation/ Far Northern Contractors Pty Ltd,Aboriginal Corporation,Yes,Yes,No,-18.366849999999999,135.856709999999993
133.86792,-23.31225,Corkwood Bore,Low,2020/06/30,"1009",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"27",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.312249999999999,133.867919999999998
134.88289,-14.56453,Costello,Low,2020/06/30,"590",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,"5",Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.564530000000000,134.882890000000003
135.94962,-16.20751,Cow Lagoon,Moderate,2020/06/30,"972",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"5",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.207509999999999,135.949620000000010
137.09915,-16.21525,Crabhole,Moderate,2020/06/30,"24901",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"2",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-16.215250000000001,137.099150000000009
130.80491,-17.40059,Daguragu,High,2020/06/30,"591",Major,No,Savanna,Victoria-Daly Regional Council,Central Land Council,"284",Victoria Daly Regional Council,Local Government Association,Yes,Yes,No,-17.400590000000001,130.804910000000007
136.9183472222,-12.3408472222,Daliwuy Bay,High,2020/06/30,"956",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.340847000000000,136.918347000000011
134.64529,-12.16556,Damdam,High,2020/06/30,"307",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.165559999999999,134.645289999999989
130.95462,-12.74098,Darrandarra,High,2020/06/30,"1003",Family Outstation,Yes,Vernon Arafura,Litchfield Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.740980000000000,130.954620000000006
136.59277,-13.72486,Darrangmurmanja,High,2020/06/30,"472",Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.724860000000000,136.592770000000002
129.97667,-13.76535,Deleye,Moderate,2020/06/30,"775",Family Outstation,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,"4",West Daly Regional Council,Local Government Association,Yes,Yes,No,-13.765350000000000,129.976670000000013
136.3878,-12.4125,Dhalinybuy,Moderate,2020/06/30,"473",Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"80",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.412500000000000,136.387799999999999
135.5609,-12.0526,Dhambala,Moderate,2020/06/30,"896",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"16",Dinybulu Regional Services,Aboriginal Corporation,Yes,No,No,-12.052600000000000,135.560900000000004
135.8555694444,-12.6564027778,Dhamiyaka,High,2020/06/30,"475",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.656402999999999,135.855569000000003
136.73791,-12.55007,Dhaniya,Moderate,2020/06/30,"955",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"4",Marngarr Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.550070000000000,136.737909999999999
135.84693,-11.84938,Dharawa,Moderate,2020/06/30,"805",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.849380000000000,135.846929999999986
136.02005,-13.74983,Dharrni,Moderate,2020/06/30,"476",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.749829999999999,136.020049999999998
135.6187,-11.9612,Dhayirri,Low,2020/06/30,"806",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"14",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.961200000000000,135.618699999999990
135.09757,-12.24806,Dhipirrinjura,Moderate,2020/06/30,"477",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"45",Milingimbi & Outstations Progress Resource Association Inc,Aboriginal Corporation,Yes,Yes,No,-12.248060000000001,135.097569999999990
136.46161,-11.94835,Dholtji,Moderate,2020/06/30,"478",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.948350000000000,136.461610000000007
135.5692,-12.0033,Dhudupu,Low,2020/06/30,"664",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"9",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.003299999999999,135.569199999999995
136.72533,-12.52781,Dhulmulmiya,High,2020/06/30,"954",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.527810000000001,136.725330000000014
135.39218,-12.66796,Dhupuwamirri,Moderate,2020/06/30,"479",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"10",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.667960000000001,135.392179999999996
136.17661,-13.05478,Dhuruputjpi,Low,2020/06/30,"554",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"8",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.054779999999999,136.176610000000011
132.04505,-15.85698,Dillinya,High,2020/06/30,"819",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.856980000000000,132.045050000000003
129.40855,-14.30373,Ditchi,High,2020/06/30,"310",Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.303730000000000,129.408549999999991
136.35162,-13.29691,Djarrakpi,Low,2020/06/30,"482",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"6",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-13.296910000000000,136.351619999999997
131.53759,-14.81311,Djarrung,Moderate,2020/06/30,"670",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,"3",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-14.813110000000000,131.537589999999994
134.29626,-12.21287,Djinkarr,Moderate,2020/06/30,"965",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"4",Bawinanga Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.212870000000001,134.296259999999990
132.763625,-12.72945,Djirrbiyak,Moderate,2020/06/30,"981",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"30",Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.729450000000000,132.763624999999990
135.87292,-11.84684,Djurranalpi,Low,2020/06/30,"484",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"1",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.846840000000000,135.872919999999993
131.92027,-22.26233,Dons Bore,Low,2020/06/30,"46",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"4",Yapa-Kurlangu Ngurrara Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.262329999999999,131.920269999999988
135.47028,-12.89045,Donydji,Low,2020/06/30,"485",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"25",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.890450000000000,135.470280000000002
129.15921,-15.72519,Doojum,High,2020/06/30,"942",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.725190000000000,129.159210000000002
136.76611,-16.229168,Doolgarina,High,2020/06/30,"812",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.229168000000001,136.766109999999998
134.94684444,-21.2317667,Double D,Moderate,2020/06/30,"24897",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,"2",Far Northern Contractors Pty Ltd  ( T & J Contractors ),Private Enterprise,Yes,Yes,No,-21.231767000000001,134.946843999999999
131.27766,-18.77377,Duck Ponds,Moderate,2020/06/30,"631",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.773769999999999,131.277659999999997
